node1	label	node2
HOOM	prefix	http://www.semanticweb.org/ontology/HOOM
ORDO	prefix	http://www.orpha.net/ORDO/
Orphanet_	prefix	http://www.orpha.net/ORDO/Orphanet_#
bif	prefix	bif:
dawgt	prefix	http://www.w3.org/2001/sw/DataAccess/tests/test-dawg#
dbpedia	prefix	http://dbpedia.org/resource/
dbpprop	prefix	http://dbpedia.org/property/
dc	prefix	http://purl.org/dc/elements/1.1/
ebi	prefix	http://www.ebi.ac.uk/efo/
fn	prefix	http://www.w3.org/2005/xpath-functions/#
foaf	prefix	http://xmlns.com/foaf/0.1/
geo	prefix	http://www.w3.org/2003/01/geo/wgs84_pos#
go	prefix	http://purl.org/obo/owl/GO#
ldp	prefix	http://www.w3.org/ns/ldp#
math	prefix	http://www.w3.org/2000/10/swap/math#
mesh	prefix	http://purl.org/commons/record/mesh/
mf	prefix	http://www.w3.org/2001/sw/DataAccess/tests/test-manifest#
nci	prefix	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#
obo	prefix	http://www.geneontology.org/formats/oboInOwl#
ogc	prefix	http://www.opengis.net/
ogcgml	prefix	http://www.opengis.net/ont/gml#
ogcgs	prefix	http://www.opengis.net/ont/geosparql#
ogcgsf	prefix	http://www.opengis.net/def/function/geosparql/
ogcgsr	prefix	http://www.opengis.net/def/rule/geosparql/
ogcsf	prefix	http://www.opengis.net/ont/sf#
owl	prefix	http://www.w3.org/2002/07/owl#
product	prefix	http://www.buy.com/rss/module/productV2/
protseq	prefix	http://purl.org/science/protein/bysequence/
rdf	prefix	http://www.w3.org/1999/02/22-rdf-syntax-ns#
rdfa	prefix	http://www.w3.org/ns/rdfa#
rdfdf	prefix	http://www.openlinksw.com/virtrdf-data-formats#
rdfs	prefix	http://www.w3.org/2000/01/rdf-schema#
sc	prefix	http://purl.org/science/owl/sciencecommons/
scovo	prefix	http://purl.org/NET/scovo#
sd	prefix	http://www.w3.org/ns/sparql-service-description#
sioc	prefix	http://rdfs.org/sioc/ns#
skos	prefix	http://www.w3.org/2004/02/skos/core#
sql	prefix	sql:
vcard	prefix	http://www.w3.org/2001/vcard-rdf/3.0#
vcard2006	prefix	http://www.w3.org/2006/vcard/ns#
virtcxml	prefix	http://www.openlinksw.com/schemas/virtcxml#
virtrdf	prefix	http://www.openlinksw.com/schemas/virtrdf#
void	prefix	http://rdfs.org/ns/void#
xf	prefix	http://www.w3.org/2004/07/xpath-functions
xml	prefix	http://www.w3.org/XML/1998/namespace
xsd	prefix	http://www.w3.org/2001/XMLSchema#
xsl10	prefix	http://www.w3.org/XSL/Transform/1.0
xsl1999	prefix	http://www.w3.org/1999/XSL/Transform
xslwd	prefix	http://www.w3.org/TR/WD-xsl
yago	prefix	http://dbpedia.org/class/yago/
