node1	label	node2	id
entity:0289e355-3df3-4cf4-a76e-9369b4ee3a6f	label	"eleven"	
entity:052062d3-3a68-4f65-862b-56258ac68a0e	label	"27"	
entity:0656fa46-811a-4f61-892a-fce3a8f305cd	label	"42"	
entity:07c375c1-d44d-4cd7-8ffd-e1522c3ccf43	label	"26"	
entity:10f2d5d1-d05b-448c-b75c-00ea249c7b37	label	"12 April"	
entity:15d427cc-4c68-4ba8-986e-cc1008feb03e	label	"22"	
entity:17a0b1f8-65a6-4926-8599-df76f07f7d33	label	"30"	
entity:18a733f2-5952-4e28-aa9b-38695025fb5c	label	"pro-Russian"	
entity:1ff9bb01-1398-46fd-b68b-bebd9dc5fe5e	label	"Donetsk People's Republic"	
entity:1ff9bb01-1398-46fd-b68b-bebd9dc5fe5e	label	"the Donetsk People's Republic"	
entity:217b2951-ffde-4d53-964b-ed448c2b9689	label	"one"	
entity:28468fad-8181-4e35-a1f3-7d9e30c435c9	label	"2"	
entity:28e26e4c-3df3-41b2-b6bf-e9c1ca7a80b7	label	"15 April"	
entity:2d25b24e-be24-413c-84ad-20478e0b0072	label	"Kiev"	
entity:2de03f86-234c-4733-a2d6-70497c910e6c	label	"Donbass"	
entity:31ba0db6-8177-4adf-ba07-0f92553ddfb2	label	"fifty"	
entity:33feff4d-0237-4817-9981-eefd87b46270	label	"Two"	
entity:34507cd8-b28a-47a6-acab-1dcc2b308d46	label	"five"	
entity:36c10b9e-bac1-4c94-af30-21ed090020dc	label	"seven"	
entity:37144e8e-64b0-49f0-beda-723f86464065	label	"2014"	
entity:3827493a-d3b5-4907-9b88-4e9a097f3452	label	"six"	
entity:3869e209-9fe2-4d28-9122-f28ed93ba1a1	label	"one"	
entity:3bf8696c-463a-4d45-a9b6-2ecf05fe7240	label	"38"	
entity:48c6329b-e20e-46ce-9e3d-f34c10cd78d0	label	"ten"	
entity:4960dbc6-a5b1-42e9-b240-ba7523f12131	label	"8"	
entity:4b073d9d-5773-446a-8116-8a07d8b1444a	label	"mayor"	
entity:4e5e87d7-a219-4194-b15c-160cb1cd140b	label	"thirty"	
entity:53c53769-31f6-47c5-b578-fdad5a4211eb	label	"representative"	
entity:54c8479e-3ada-442a-92f0-0f1d7d20ce22	label	"25"	
entity:56679bf9-62f2-466e-aef4-0a157ec18a52	label	"Alexander Borodai"	
entity:56b66d92-5a6b-45f2-bd30-05946558aeda	label	"25 April 2014"	
entity:57651240-c57c-42a9-83e2-40cfa5e3e5c8	label	"police chief"	
entity:583142c8-fb24-4133-9674-dc110c2e2d0a	label	"16"	
entity:5b873d51-fe0b-4d58-9096-3d9a10b231c5	label	"one"	
entity:5d6629ee-be36-4445-8a35-3be47b8ee97a	label	"SBU"	
entity:5d6629ee-be36-4445-8a35-3be47b8ee97a	label	"Security Service of Ukraine"	
entity:5dcfa87d-6d4e-495f-b7fd-01e651ca4d56	label	"31"	
entity:6089aa40-b19c-4ae2-8714-a55d86c7a64e	label	"Semenivka"	
entity:640aeb06-7086-4b9b-b8a4-2ae3c91efb59	label	"34"	
entity:64a57dce-6848-4f8c-99c9-d0750bdc9810	label	"19 April 2014"	
entity:6585eb4f-32ef-424d-a74c-c2a7892f40f9	label	"5"	
entity:6b0486f2-11e9-4cea-aaea-52bf1a11a4f8	label	"18"	
entity:6bae5f67-6ebc-45d6-8231-a61c5be03f6e	label	"thirty"	
entity:6bddf6fd-0b89-4227-92ba-3f090c5d61b1	label	"the People's Republic"	
entity:6c53ee24-dc42-4d63-a272-ad6e1908361b	label	"four"	
entity:6c8ee5d4-4c44-475b-9c06-bc985e3d0c7f	label	"23"	
entity:6ceb0db0-db8d-4de8-89dc-6d570516f74e	label	"44"	
entity:6f35dfda-acfe-45da-8e05-2cc46ccf7f42	label	"40"	
entity:6feeb5f2-a3cf-4397-802e-b8378231d351	label	"10"	
entity:761a8881-a29e-4923-89bd-061a1b83b42b	label	"Four"	
entity:7abf2a90-95e6-4665-a547-e01545a33847	label	"19"	
entity:8615a5e7-2caf-46e5-b5a7-5cfc06d2ebc1	label	"leader"	
entity:8adcd5a1-1379-47e8-ae12-f55bb8be9902	label	"40"	
entity:8c9c6b39-e022-4f1a-9e5b-7bf082da266b	label	"fifty"	
entity:8dd058b5-bde8-4b2a-9dd7-511a0b5fff55	label	"Donbass People's Militia"	
entity:8dd058b5-bde8-4b2a-9dd7-511a0b5fff55	label	"the Donbass People's Militia"	
entity:8df3a924-880a-41f1-9136-88163540f017	label	"Donetsk Oblast"	
entity:8f1226be-5a5c-40be-89b4-68fc96e6666f	label	"five"	
entity:90eeec9d-1428-45bf-8fde-1e672a3572bb	label	"four"	
entity:91ed9512-b080-4982-9d78-8a6a1c9e06ac	label	"41"	
entity:963e65c7-d8a8-4258-a72e-29f09d28458b	label	"one"	
entity:9911ecfc-e6b9-41a4-a488-30075e439aa8	label	"Ukraine"	
entity:9911ecfc-e6b9-41a4-a488-30075e439aa8	label	"Ukrainian"	
entity:9b3f4545-f16f-4cbb-aa53-f27f10860020	label	"Ukrainian Army"	
entity:9c7083cd-5503-4284-bb78-9df6471455c7	label	"11 May 2014"	
entity:9e1446d5-7a74-4ec0-b1da-0c2d010aa24a	label	"Mil Mi-24"	
entity:a17a378b-af3b-4bf6-bbd2-450cca4c2a86	label	"pilot"	
entity:a2596dc1-c47d-4f2d-8325-4b2368c3aae9	label	"21"	
entity:a342fb2c-fdfe-499c-984a-3f35a4b33fcb	label	"one"	
entity:a548b826-2f7f-413f-95d9-0fe5e82d3548	label	"three"	
entity:a66da3de-ca05-407c-83ac-3acc68b9c1b2	label	"31"	
entity:a7178ea8-23e6-45c4-b657-54fa3195c74d	label	"and"	
entity:a7a189e8-00dc-4fae-bd2a-ebbe90930fb9	label	"2"	
entity:aaa66197-0225-47b9-8b58-f5030a67192a	label	"twenty-two"	
entity:aac92451-6801-4b75-8dab-44562afd8a21	label	"14"	
entity:ab46abd4-0906-4d97-8877-0e9cb4564ea2	label	"5 July 2014"	
entity:afcd1669-5523-46df-99c5-cdee60882931	label	"20"	
entity:b2c20c78-31f5-4f33-8d2c-fd9f202fac27	label	"39"	
entity:b5e82844-37d0-410e-92cd-3b79a52b96b9	label	"9"	
entity:b6824c74-f343-41b5-8f97-a31832d01421	label	"24"	
entity:bb729095-2592-4e3d-aa40-cf1a48b01383	label	"Russian"	
entity:bb729095-2592-4e3d-aa40-cf1a48b01383	label	"russian"	
entity:bcacf1b7-751a-4dbf-a11c-1ad416432711	label	"prime minister"	
entity:bd6d736d-7766-4cd3-b81b-a2b88b1bef17	label	"13"	
entity:be122fcf-7197-4b6e-ac7a-0d725d091ecc	label	"military airfield"	
entity:c28881e4-ab62-4400-945e-6c622988bdd8	label	"Dmitry Tymchuk"	
entity:c32bb2f7-eb58-4612-b101-dbfcee3e84ae	label	"DPR"	
entity:c4bfbf85-ad92-4d57-9a5e-24a1f53e21b2	label	"33"	
entity:c8f4aab5-cd9a-46fe-9351-19b215c76f63	label	"the Armed Forces of Ukraine"	
entity:cb14e199-571a-4262-a92f-b295d154f346	label	"The Ukrainian Ground Forces"	
entity:cb9ca65d-9025-432f-8b39-e27755b95f61	label	"Donetsk"	
entity:cbb6d61c-3e85-4ee0-9183-501fdfb3f066	label	"37"	
entity:ceb83cac-4a16-44b9-9e49-4821a44501ee	label	"BBC News"	
entity:d04939dc-b699-4be4-848f-717ae8d51ee1	label	"three"	
entity:d0ca07c4-4c30-440b-81f4-657f625fa4fe	label	"19"	
entity:d13a9c25-6661-4d56-a6ac-80664bea180f	label	"28"	
entity:d1dcefce-badf-4948-bfcf-5d33116fa12c	label	"Sloviansk"	
entity:d3200fdc-ec57-4b65-b002-cec3c423a757	label	"43"	
entity:dc1229bb-28df-4409-93f3-8259e9c07966	label	"four"	
entity:e0ac1856-1fc0-4c00-abb8-c7b2857a1808	label	"36"	
entity:e0eeacaf-05a9-46c3-8414-a555514315b6	label	"35"	
entity:e0fba62e-b412-4d88-b7c5-109722697f80	label	"12"	
entity:e34874a6-a857-4f14-8aee-9947d3e9caaf	label	"32"	
entity:e6188e25-5e46-46db-b00f-23fe3e0d76c5	label	"director"	
entity:ec2acff9-631d-4024-96c6-96573cd5d22e	label	"the Centre of Military and Political Research"	
entity:ed4f02d3-8572-4daf-b8ba-995abc45db30	label	"15"	
entity:f3bcd992-2460-4ba5-bd84-9a31b8e106bc	label	"33"	
entity:f419d33c-9cc1-4dbd-b633-83a26a85857d	label	"17"	
entity:f4dac7ff-acb0-4c99-b04c-6ac302f1de0b	label	"19"	
entity:f8053536-b7a9-4e07-b2b6-deb22dacbed0	label	"eight"	
entity:fcb78e77-4962-4fca-977b-aea84bfa3ddd	label	"Kramatorsk"	
entity:fdd7cdbd-6545-4d49-ad90-69acb3435348	label	"29"	
