node1	label	node2	id
_:g1	ont:clusterMember	event:03a41b2b-e0ef-42f9-a192-433e0abc3a70	
_:g1005	ont:clusterMember	event:af573fc7-671f-4a47-b544-070da9325803	
_:g1007	ont:clusterMember	relation:63789f9b-2d76-47a3-b602-ca855f3d9c2b	
_:g1014	ont:clusterMember	relation:4fd40bb1-f043-4d4c-9e20-37f32a139b0d	
_:g1068	ont:clusterMember	relation:3d34c9d1-b954-41b3-b83f-3c91db27d72a	
_:g1077	ont:clusterMember	columbia:ColumbiaSentiment/EN_Relation_CU_0000018	
_:g109	ont:clusterMember	relation:b6eee45c-1dbb-465e-95fa-a157cb85d636	
_:g111	ont:clusterMember	relation:a31b4c3f-b45f-4976-8aa5-76477e46f87e	
_:g1120	ont:clusterMember	entity:8dd058b5-bde8-4b2a-9dd7-511a0b5fff55	
_:g1129	ont:clusterMember	entity:9e1446d5-7a74-4ec0-b1da-0c2d010aa24a	
_:g1131	ont:clusterMember	relation:c87b9028-1002-480c-8c7b-bc6bde20f0d1	
_:g1142	ont:clusterMember	entity:cb9ca65d-9025-432f-8b39-e27755b95f61	
_:g1163	ont:clusterMember	relation:69ebf15f-f505-4e2a-9e28-1aef6054cdad	
_:g1167	ont:clusterMember	event:38f00048-714c-4bd3-a596-496c06a506b2	
_:g1172	ont:clusterMember	entity:5dcfa87d-6d4e-495f-b7fd-01e651ca4d56	
_:g1181	ont:clusterMember	columbia:ColumbiaSentiment/EN_Relation_CU_0014861	
_:g1197	ont:clusterMember	entity:4960dbc6-a5b1-42e9-b240-ba7523f12131	
_:g1306	ont:clusterMember	entity:07c375c1-d44d-4cd7-8ffd-e1522c3ccf43	
_:g131	ont:clusterMember	relation:c5030a00-df51-462a-94fb-6fb424b3f881	
_:g1315	ont:clusterMember	entity:75e59ee4-de42-4a81-bfe6-24ad297e0785	
_:g1317	ont:clusterMember	event:4e2721c1-4bf6-436f-8cdb-433e2baf0e23	
_:g1319	ont:clusterMember	entity:c8f4aab5-cd9a-46fe-9351-19b215c76f63	
_:g1328	ont:clusterMember	relation:159cbbab-a1b8-4edd-9386-a6e64b4724df	
_:g133	ont:clusterMember	entity:c6f32b90-6038-40c0-97e4-6d3f7fd76c03	
_:g1336	ont:clusterMember	entity:17a0b1f8-65a6-4926-8599-df76f07f7d33	
_:g1338	ont:clusterMember	event:fb54ebf4-c34e-4d1b-8dd2-1154aa0ca4a4	
_:g135	ont:clusterMember	relation:6a43c7ac-7e18-4fc2-8050-6861042fb870	
_:g1387	ont:clusterMember	relation:c1029c72-ebe1-4516-a297-af6d1bc0db51	
_:g1453	ont:clusterMember	entity:963e65c7-d8a8-4258-a72e-29f09d28458b	
_:g1466	ont:clusterMember	relation:8607b63d-eb8c-4e5a-8b9a-19040ba3d72d	
_:g1473	ont:clusterMember	entity:1ff9bb01-1398-46fd-b68b-bebd9dc5fe5e	
_:g1492	ont:clusterMember	columbia:ColumbiaSentiment/EN_Relation_CU_0000031	
_:g1519	ont:clusterMember	relation:bc1d44d9-ed36-4de7-9b4d-a80b17c01973	
_:g1562	ont:clusterMember	entity:ef586cbf-29ff-492d-9e83-b4d3288baef3	
_:g1580	ont:clusterMember	relation:9e00ec15-d424-41f6-a77e-8b734e14fd3b	
_:g1586	ont:clusterMember	entity:8e97e2c0-5ed1-4ae3-81bc-f66cedd2d8e5	
_:g1589	ont:clusterMember	event:e5cb7766-2fce-48f4-b829-bbac79d31298	
_:g1598	ont:clusterMember	entity:6c53ee24-dc42-4d63-a272-ad6e1908361b	
_:g1601	ont:clusterMember	entity:10a7f87c-d055-4e8c-85a7-86185bd8e80f	
_:g1603	ont:clusterMember	relation:8ad45d24-a99a-4d1f-972e-fd44d15dd5e7	
_:g1605	ont:clusterMember	relation:00170cf7-cd37-4c7a-8390-ebe0236cd018	
_:g1615	ont:clusterMember	relation:a8202384-966b-4c78-8f56-bae3006d1f24	
_:g1627	ont:clusterMember	relation:87af969e-55b6-4ff8-a524-ca29756a471b	
_:g1646	ont:clusterMember	entity:ceb83cac-4a16-44b9-9e49-4821a44501ee	
_:g1664	ont:clusterMember	relation:9cfcd792-145f-4faa-9067-c6c15017e6ca	
_:g1693	ont:clusterMember	entity:b6d58c5e-68f9-4d5f-86b0-a1ab8a70909e	
_:g1698	ont:clusterMember	relation:da8a4559-43d0-4d4e-b82e-35e03985d674	
_:g1717	ont:clusterMember	relation:a4804750-f889-497a-8bba-7c53189be087	
_:g176	ont:clusterMember	relation:05991fe4-68af-4d1a-af46-acb6bd5cd89b	
_:g1770	ont:clusterMember	entity:fdd7cdbd-6545-4d49-ad90-69acb3435348	
_:g1821	ont:clusterMember	entity:23892484-bbe3-413f-9c36-04f04a38205d	
_:g1840	ont:clusterMember	relation:f8301d15-ccab-4428-9ebd-6f0784b4416e	
_:g1853	ont:clusterMember	columbia:ColumbiaSentiment/EN_Relation_CU_0014878	
_:g1864	ont:clusterMember	entity:d6cf4bcb-8d8c-4331-9cba-c6c0c5836abf	
_:g1883	ont:clusterMember	entity:72568b33-a52a-4097-a08e-f599d92ec766	
_:g1885	ont:clusterMember	relation:f7997593-d9d1-4079-9f99-909b21181193	
_:g1891	ont:clusterMember	event:f492085b-2897-4557-9aa5-29592f7375fc	
_:g19	ont:clusterMember	entity:6a4bfd90-a68d-470e-af7d-4330bf427770	
_:g1905	ont:clusterMember	entity:33feff4d-0237-4817-9981-eefd87b46270	
_:g1929	ont:clusterMember	relation:b72ec7c0-2a17-484f-82b1-b56c5a25b3e8	
_:g1953	ont:clusterMember	columbia:ColumbiaSentiment/EN_Relation_CU_0000000	
_:g1992	ont:clusterMember	event:dd540056-e5b6-4d4d-b20c-c2ec00dcf2fa	
_:g2003	ont:clusterMember	columbia:ColumbiaSentiment/EN_Relation_CU_0014867	
_:g2017	ont:clusterMember	entity:bb729095-2592-4e3d-aa40-cf1a48b01383	
_:g203	ont:clusterMember	relation:8835b02a-075d-40f5-9a5c-5136a8a22a9a	
_:g2046	ont:clusterMember	entity:7abf2a90-95e6-4665-a547-e01545a33847	
_:g2048	ont:clusterMember	entity:a7a189e8-00dc-4fae-bd2a-ebbe90930fb9	
_:g2104	ont:clusterMember	columbia:ColumbiaSentiment/EN_Relation_CU_0014863	
_:g2139	ont:clusterMember	entity:cd22522e-fdb4-4e20-934f-877d236b0068	
_:g2179	ont:clusterMember	relation:7ee696b6-1fc5-4e08-998a-d15023bdd161	
_:g2181	ont:clusterMember	columbia:ColumbiaSentiment/EN_Relation_CU_0014864	
_:g2192	ont:clusterMember	entity:e34874a6-a857-4f14-8aee-9947d3e9caaf	
_:g2248	ont:clusterMember	entity:6feeb5f2-a3cf-4397-802e-b8378231d351	
_:g2255	ont:clusterMember	relation:f3d29d0e-a30f-4012-9534-8acf193c0cf6	
_:g2295	ont:clusterMember	event:c8da2ab4-a693-4fa3-8661-e7142f57802d	
_:g2297	ont:clusterMember	entity:6e3e3711-251e-4472-9cba-425ea47b03a8	
_:g2311	ont:clusterMember	relation:2b36251d-18ad-4002-b25c-98e42000214b	
_:g2319	ont:clusterMember	event:de45ac19-fa32-4f75-8dcd-7596e06361a0	
_:g2328	ont:clusterMember	entity:9b3f4545-f16f-4cbb-aa53-f27f10860020	
_:g2387	ont:clusterMember	relation:3eed4230-41ac-4e1f-a0bc-9c8ec3229e3e	
_:g2398	ont:clusterMember	columbia:ColumbiaSentiment/EN_Relation_CU_0014858	
_:g2431	ont:clusterMember	relation:a32053bd-7eaf-4b7d-82e3-8f4cf597cd92	
_:g2436	ont:clusterMember	relation:bc6a6c08-62d5-455d-9b32-a0da012b91bf	
_:g2444	ont:clusterMember	relation:9649218b-84a5-4b67-9646-6035ffaa3dba	
_:g2466	ont:clusterMember	event:4d9a426d-a639-4788-b2e4-aae9709f5c9c	
_:g247	ont:clusterMember	event:040acd27-8ba6-440a-b8e3-f246ff715e36	
_:g2484	ont:clusterMember	event:dab890d7-aa46-4e1f-9309-e7c2834a164d	
_:g2488	ont:clusterMember	entity:7db6b376-4a90-4f45-8d34-b25af5a43213	
_:g249	ont:clusterMember	entity:fbc758f0-d19f-4faa-bb06-d042f7884144	
_:g2497	ont:clusterMember	entity:cbb6d61c-3e85-4ee0-9183-501fdfb3f066	
_:g2553	ont:clusterMember	entity:aac92451-6801-4b75-8dab-44562afd8a21	
_:g2555	ont:clusterMember	relation:41704723-8fcd-4bda-9a8a-f45a16714733	
_:g2571	ont:clusterMember	relation:24a4caa3-da76-47fb-8f96-c35f3d82ccc0	
_:g2573	ont:clusterMember	relation:87bef3c0-7d9b-4cbd-91c3-df759bee69e8	
_:g2579	ont:clusterMember	entity:c82c0029-4968-4cc4-b3e1-5d395ed30cd0	
